,order,question_raw,question_theme,question_coded,response,question_text,reworded,survey_text,menu_text,multi_cat,multi_binary,question_coded_gen,survey_text_gen,response_of_interest,heading,question_response,polarity,rotation,question_type,year
1222,39,Q8978235.2,Sexual Health,shinfo_school,No,school,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they currently get information about sex from <b>%s</b> was %s %s students (%s).,Gets information about sex/relationships from school,school,FALSE,TRUE,shinfo,Where do you get information about sex/relationships?,FALSE,Where they get info about sex/relationships,NA,NA,1,NA,2021
1223,39,Q8978235.12,Sexual Health,shinfo_yw,Yes,Youth Workers,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they currently get information about sex from <b>%s</b> was %s %s students (%s).,Gets information about sex/relationships from Youth Workers,Youth Workers,FALSE,TRUE,shinfo,Where do you get information about sex/relationships?,TRUE,Where they get info about sex/relationships,Gets info about sex/relationships from Youth Workers,NA,1,NA,2021
1224,39,Q8978235.12,Sexual Health,shinfo_yw,No,Youth Workers,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they currently get information about sex from <b>%s</b> was %s %s students (%s).,Gets information about sex/relationships from Youth Workers,Youth Workers,FALSE,TRUE,shinfo,Where do you get information about sex/relationships?,FALSE,Where they get info about sex/relationships,NA,NA,1,NA,2021
1225,40,Q8978236.5,Sexual Health,std_chlamydia,I have never heard of it,chlamydia,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about chlamydia?,chlamydia,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,TRUE,Knowledge of STIs,Has never heard of chlamydia,NA,1,NA,2021
1226,40,Q8978236.5,Sexual Health,std_chlamydia,I have heard of it but know nothing about it,chlamydia,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about chlamydia?,chlamydia,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1227,40,Q8978236.5,Sexual Health,std_chlamydia,It can be both treated and cured,chlamydia,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about chlamydia?,chlamydia,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1228,40,Q8978236.5,Sexual Health,std_chlamydia,It can be treated but not cured,chlamydia,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about chlamydia?,chlamydia,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1229,40,Q8978236.3,Sexual Health,std_gono,I have never heard of it,gonorrhoea,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about gonorrhoea?,gonorrhoea,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,TRUE,Knowledge of STIs,Has never heard of gonorrhoea,NA,1,NA,2021
1230,40,Q8978236.3,Sexual Health,std_gono,I have heard of it but know nothing about it,gonorrhoea,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about gonorrhoea?,gonorrhoea,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1231,40,Q8978236.3,Sexual Health,std_gono,It can be both treated and cured,gonorrhoea,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about gonorrhoea?,gonorrhoea,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1232,40,Q8978236.3,Sexual Health,std_gono,It can be treated but not cured,gonorrhoea,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about gonorrhoea?,gonorrhoea,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1233,40,Q8978236.4,Sexual Health,std_hiv,I have never heard of it,HIV,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about HIV?,HIV,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,TRUE,Knowledge of STIs,Has never heard of HIV,NA,1,NA,2021
1234,40,Q8978236.4,Sexual Health,std_hiv,I have heard of it but know nothing about it,HIV,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about HIV?,HIV,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1235,40,Q8978236.4,Sexual Health,std_hiv,It can be both treated and cured,HIV,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about HIV?,HIV,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1236,40,Q8978236.4,Sexual Health,std_hiv,It can be treated but not cured,HIV,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about HIV?,HIV,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1237,40,Q8978236.6,Sexual Health,std_syphilis,I have never heard of it,syphilis,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about syphilis?,syphilis,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,TRUE,Knowledge of STIs,Has never heard of syphilis,NA,1,NA,2021
1238,40,Q8978236.6,Sexual Health,std_syphilis,I have heard of it but know nothing about it,syphilis,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about syphilis?,syphilis,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1239,40,Q8978236.6,Sexual Health,std_syphilis,It can be both treated and cured,syphilis,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about syphilis?,syphilis,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1240,40,Q8978236.6,Sexual Health,std_syphilis,It can be treated but not cured,syphilis,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about their knowledge regarding <b>%s</b> was %s %s students (%s).,What do you know about syphilis?,syphilis,TRUE,FALSE,std,What do you know about these sexually transmitted infections?,FALSE,Knowledge of STIs,NA,NA,1,NA,2021
1241,41,Q8978240,Sexual Health,sh_support,Other,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,FALSE,Where they'd get support for sexual health,NA,NA,1,NA,2021
1242,41,Q8978240,Sexual Health,sh_support,Online (e.g. Sexwise website),their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go online for sexual health support,NA,1,NA,2021
1243,41,Q8978240,Sexual Health,sh_support,Sexual health clinic,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go to a sexual health clinic for sexual health support,NA,1,NA,2021
1244,41,Q8978240,Sexual Health,sh_support,School/College,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go to school/college for sexual health support,NA,1,NA,2021
1245,41,Q8978240,Sexual Health,sh_support,Doctor,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go to the doctor for sexual health support,NA,1,NA,2021
1246,41,Q8978240,Sexual Health,sh_support,Pharmacy,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go to the pharmacy for sexual health support,NA,1,NA,2021
1247,41,Q8978240,Sexual Health,sh_support,Youth Service/Worker,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would go to Youth Service/Worker for sexual health support,NA,1,NA,2021
1248,41,Q8978240,Sexual Health,sh_support,Helpline,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),The proportion of %s students who responded with <b>'%s'</b> (%s) when asked about <b>%s</b> was %s %s students (%s).,Where would you go for support to get contraception or a test for STIs?,NA,FALSE,FALSE,sh_support,Where would you go for support to get contraception or a test for STIs?,TRUE,Where they'd get support for sexual health,Would use the helpline for sexual health support,NA,1,NA,2021
1249,42,Q8978238,Sexual Health,sh_access,No,they know how to access sexual health services?,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know how to access sexual health services?,NA,FALSE,FALSE,sh_access,Do you know how to access sexual health services?,TRUE,Knowing how to access sexual health services,Doesn't know how to access sexual health services,NA,1,NA,2021
1250,42,Q8978238,Sexual Health,sh_access,Not sure,they know how to access sexual health services?,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know how to access sexual health services?,NA,FALSE,FALSE,sh_access,Do you know how to access sexual health services?,FALSE,Knowing how to access sexual health services,NA,NA,1,NA,2021
1251,42,Q8978238,Sexual Health,sh_access,Yes,they know how to access sexual health services?,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know how to access sexual health services?,NA,FALSE,FALSE,sh_access,Do you know how to access sexual health services?,FALSE,Knowing how to access sexual health services,NA,RAG - High is good,1,NA,2021
1252,43,Q8978234.6,Sexual Health,sh_16,Disagree,Most 16 year olds have not had sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether most 16 year olds have not had sex,whether most 16 year olds have not had sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes most 16 years olds have had sex,NA,1,NA,2021
1253,43,Q8978234.6,Sexual Health,sh_16,Not sure,Most 16 year olds have not had sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether most 16 year olds have not had sex,whether most 16 year olds have not had sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1254,43,Q8978234.6,Sexual Health,sh_16,Agree,Most 16 year olds have not had sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether most 16 year olds have not had sex,whether most 16 year olds have not had sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1255,43,Q8978234.4,Sexual Health,sh_condoms,Agree,Using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,whether using condoms is necessary to prevent STI/pregnancies,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes using condoms is necessary to prevent STIs and pregnancies,NA,1,NA,2021
1256,43,Q8978234.4,Sexual Health,sh_condoms,Disagree,Using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,whether using condoms is necessary to prevent STI/pregnancies,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1257,43,Q8978234.4,Sexual Health,sh_condoms,Not sure,Using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,whether using condoms is necessary to prevent STI/pregnancies,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1258,43,Q8978234.5,Sexual Health,sh_pregnancy,Agree,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether getting pregnant or getting someone else pregnant now would negatively affect their future plans,whether being involved in a pregnancy would damage my plans,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes pregnancy would negatively affect future plans,NA,1,NA,2021
1259,43,Q8978234.5,Sexual Health,sh_pregnancy,Disagree,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether getting pregnant or getting someone else pregnant now would negatively affect their future plans,whether being involved in a pregnancy would damage my plans,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1260,43,Q8978234.5,Sexual Health,sh_pregnancy,Not sure,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether getting pregnant or getting someone else pregnant now would negatively affect their future plans,whether being involved in a pregnancy would damage my plans,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1261,43,Q8978234,Sexual Health,sh_pressure,Agree,There is pressure on young people to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether there is pressure on young people to have sex,whether there is pressure on young people to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes there's pressure on young people to have sex,RAG - Low is good,1,NA,2021
1262,43,Q8978234,Sexual Health,sh_pressure,Disagree,There is pressure on young people to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether there is pressure on young people to have sex,whether there is pressure on young people to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1263,43,Q8978234,Sexual Health,sh_pressure,Not sure,There is pressure on young people to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether there is pressure on young people to have sex,whether there is pressure on young people to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1264,43,Q8978234.3,Sexual Health,sh_serious,Agree,Being in a serious/long-term relationship before having sex is important,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether being in a serious/long-term relationship before having sex is important,whether being in a serious relationship before sex is important,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes in a serious relationship before sex,NA,1,NA,2021
1265,43,Q8978234.3,Sexual Health,sh_serious,Disagree,Being in a serious/long-term relationship before having sex is important,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether being in a serious/long-term relationship before having sex is important,whether being in a serious relationship before sex is important,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1266,43,Q8978234.3,Sexual Health,sh_serious,Not sure,Being in a serious/long-term relationship before having sex is important,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether being in a serious/long-term relationship before having sex is important,whether being in a serious relationship before sex is important,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1267,43,Q8978234.2,Sexual Health,sh_wait,Agree,It is fine to wait to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether it is fine to wait to have sex,whether it is fine to wait to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,TRUE,Sexual health beliefs,Believes it's fine to wait for sex,NA,1,NA,2021
1268,43,Q8978234.2,Sexual Health,sh_wait,Disagree,It is fine to wait to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether it is fine to wait to have sex,whether it is fine to wait to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1269,43,Q8978234.2,Sexual Health,sh_wait,Not sure,It is fine to wait to have sex,"The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>'%s'<b>, was %s %s students (%s).",whether it is fine to wait to have sex,whether it is fine to wait to have sex,TRUE,FALSE,sh,Do you agree with these statements about sexual health beliefs?,FALSE,Sexual health beliefs,NA,NA,1,NA,2021
1270,44,Q8978237,Sexual Health,condoms_free,No,they know where they can get condoms for free,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know where you can get condoms for free?,NA,FALSE,FALSE,condoms_free,Do you know where you can get condoms for free?,FALSE,Knowing where to get condoms for free,NA,NA,1,NA,2021
1271,44,Q8978237,Sexual Health,condoms_free,Not sure,they know where they can get condoms for free,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know where you can get condoms for free?,NA,FALSE,FALSE,condoms_free,Do you know where you can get condoms for free?,FALSE,Knowing where to get condoms for free,NA,NA,1,NA,2021
1272,44,Q8978237,Sexual Health,condoms_free,Yes,they know where they can get condoms for free,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if <b>%s</b> was %s %s students (%s).,Do you know where you can get condoms for free?,NA,FALSE,FALSE,condoms_free,Do you know where you can get condoms for free?,TRUE,Knowing where to get condoms for free,Knows where to get condoms for free,RAG - High is good,1,NA,2021
1273,45,Q8978210,Mental Health and Wellbeing,life_satisfied,low,about how satisfied they with their life on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how satisfied are you with your life nowadays?",life satisfaction,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,TRUE,Life satisfaction and wellbeing,Low life satisfaction rating,RAG - Low is good,1,NA,2021
1274,45,Q8978210,Mental Health and Wellbeing,life_satisfied,high,about how satisfied they with their life on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how satisfied are you with your life nowadays?",life satisfaction,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1275,45,Q8978210,Mental Health and Wellbeing,life_satisfied,medium,about how satisfied they with their life on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how satisfied are you with your life nowadays?",life satisfaction,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1276,45,Q8978210,Mental Health and Wellbeing,life_satisfied,very high,about how satisfied they with their life on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how satisfied are you with your life nowadays?",life satisfaction,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1277,46,Q9215126,Mental Health and Wellbeing,life_worthwhile,low,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, to what extent do you feel that the things you do in your life are worthwhile?",actions feel worthwhile,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,TRUE,Life satisfaction and wellbeing,Low rating when asked if they feel the things they do in life are worthwhile,NA,1,NA,2021
1278,46,Q9215126,Mental Health and Wellbeing,life_worthwhile,high,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, to what extent do you feel that the things you do in your life are worthwhile?",actions feel worthwhile,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1279,46,Q9215126,Mental Health and Wellbeing,life_worthwhile,medium,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, to what extent do you feel that the things you do in your life are worthwhile?",actions feel worthwhile,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1280,46,Q9215126,Mental Health and Wellbeing,life_worthwhile,very high,the extent to which they feel the things they do in their life are worthwhile on a scale of low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, to what extent do you feel that the things you do in your life are worthwhile?",actions feel worthwhile,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1281,47,Q9215135,Mental Health and Wellbeing,life_happyyesterday,low,how happy they felt yesterday overall on a scale low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how happy did you feel yesterday?",happiness yesterday,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,TRUE,Life satisfaction and wellbeing,Low rating when asked how happy they felt yesterday overall,NA,1,NA,2021
1282,47,Q9215135,Mental Health and Wellbeing,life_happyyesterday,high,how happy they felt yesterday overall on a scale low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how happy did you feel yesterday?",happiness yesterday,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1283,47,Q9215135,Mental Health and Wellbeing,life_happyyesterday,medium,how happy they felt yesterday overall on a scale low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how happy did you feel yesterday?",happiness yesterday,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1284,47,Q9215135,Mental Health and Wellbeing,life_happyyesterday,very high,how happy they felt yesterday overall on a scale low to high,The proportion of %s students who answered <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,"Overall, how happy did you feel yesterday?",happiness yesterday,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1285,48,Q11569316,Mental Health and Wellbeing,life_satisfied_before_covid,low,how satisfied with their life they feel now compared to before COVID-19 on a scale of low to high,The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,How satisfied with your life do you feel now compared with how you felt before COVID-19?,life satisfaction after COVID-19,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,TRUE,Life satisfaction and wellbeing,Low life satisfaction rating when comparing to their life before COVID-19,NA,1,NA,2021
1286,48,Q11569316,Mental Health and Wellbeing,life_satisfied_before_covid,high,how satisfied with their life they feel now compared to before COVID-19 on a scale of low to high,The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,How satisfied with your life do you feel now compared with how you felt before COVID-19?,life satisfaction after COVID-19,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1287,48,Q11569316,Mental Health and Wellbeing,life_satisfied_before_covid,medium,how satisfied with their life they feel now compared to before COVID-19 on a scale of low to high,The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,How satisfied with your life do you feel now compared with how you felt before COVID-19?,life satisfaction after COVID-19,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1288,48,Q11569316,Mental Health and Wellbeing,life_satisfied_before_covid,very high,how satisfied with their life they feel now compared to before COVID-19 on a scale of low to high,The proportion of %s students who responded <b>'%s'</b> (%s) when asked <b>%s</b> was %s %s students (%s).,How satisfied with your life do you feel now compared with how you felt before COVID-19?,life satisfaction after COVID-19,TRUE,FALSE,life,We would like to ask you four questions about your feelings on aspects of your life and wellbeing.,FALSE,Life satisfaction and wellbeing,NA,NA,1,NA,2021
1289,49,Q8978241.2,Mental Health and Wellbeing,worry_bully,No,bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about bullying,bullying,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA,2021
1290,49,Q8978241.2,Mental Health and Wellbeing,worry_bully,Yes,bullying,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about bullying,bullying,FALSE,TRUE,worry,Which of the following issues do you worry about?,TRUE,Worries,Worries about bullying,NA,1,NA,2021
1291,49,Q8978241.17,Mental Health and Wellbeing,worry_covid19,No,COVID-19,The proportion of %s students who responded with <b>'%s'</b> (%s) when asked if they worried about <b>'%s'</b> was %s %s students (%s).,Worries about COVID-19,COVID-19,FALSE,TRUE,worry,Which of the following issues do you worry about?,FALSE,Worries,NA,NA,1,NA,2021
